listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
117029652,Vacant Land / Plot for Sale in Mavoko / Athi River,KSh 14 000 000,"Athi River Machakos County, Mavoko / Athi River, Mavoko / Athi River","Athi River Machakos County, Mavoko / Athi River",0.25 acres,Vacant Land / Plot,16 March 2026,"Land for sale – mavoko, machakos county ?? Muinga Court, Kiungani Road (off Mombasa Road) Just 5 minutes’ drive from Gateway Mall, near Mastermind Tobacco & Naivas. A prime ¼-acre plot located in a fast-growing and well-developed neighborhood, ideal for residential or commercial development. Property Details • Size: ¼ Acre • Location: Muinga Court, Kiungani Road, Mavoko Municipality • Tenure: 99-year Leasehold (from 1st Nov 1983) • Title: Clean title deed – no encumbrances Key Highlights • Next to a soon-to-be tarmacked road • Undeveloped land – flexible for your vision • Ideal for a family home or commercial investment • Surrounded by upcoming stately homes & small commercial centres • Fast & straightforward construction approvals from Mavoko County • Water & electricity mains available • Secure, serene & rapidly appreciating area • Asking Price: Ksh 14 Million (O.N.O) Quick Sale | Ready for Transfer Serious buyers only – Call or WhatsApp 0727344944 for viewing and more details. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mavoko-athi-river-117029652,2026-04-08 17:34:49 UTC
117036816,Vacant Land / Plot for Sale in Kitisuru,KSh 220 000 000,"Ngecha Rd Nairobi, Kitisuru, Nairobi","Ngecha Rd Nairobi, Kitisuru",2.5 acres,Vacant Land / Plot,17 March 2026,"A rare 2.5-acre freehold parcel in Kitisuru's most prestigious corridor along Ngecha Road. This is legacy land—mature, established, and positioned in a neighborhood where acreage rarely comes to market. [15:26, 17/03/2026] Caroline: Standout Features Mature Maure Tree Canopy The grounds feature established Mauritius (Maure) hardwoods throughout—natural assets that provide instant privacy, temperature regulation, and the kind of mature landscaping that takes decades to cultivate. These aren't planted saplings; they're heritage specimens that define the property's character. Serene & Secure Setting Kitisuru's reputation precedes it: embassy-adjacent, gated community infrastructure, and 24/7 neighborhood vigilance. The property itself offers natural security through dense perimeter tree screening and controlled access potential. [15:26, 17/03/2026] Caroline: Location Intelligence Ngecha Road places you within minutes of: UN Gigiri & diplomatic missions International School of Kenya, ISK Village Market & Rosslyn Riviera Quick access to Limuru Road and Westlands The Opportunity At KES 88 million per acre, this offering sits attractively below typical Kitisuru benchmarks—an entry point for the buyer seeking scale, tranquility, and upside potential. Suitable for executive compound development, institutional residence, or strategic land banking in Nairobi's most stable upscale zone. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117036816,2026-04-08 17:35:03 UTC
117036688,Vacant Land / Plot for Sale in Kikuyu,KSh 24 000 000,"Rungiri Kiambu County, Kikuyu, Kikuyu","Rungiri Kiambu County, Kikuyu",4 acres,Vacant Land / Plot,17 March 2026,"Discover a rare opportunity to own 4 acres of prime land in the rapidly developing and serene Kikuyu area. This stunning parcel offers scenic views of a natural swamp and Kikuyu town, making it perfect for a variety of uses. ?? Key Features: • Versatile Investment Potential: Suitable for residential homes, subdivision, farming, school, hospital, or even a camping site. • Excellent Location: Conveniently located just a short distance from the tarmac road for smooth access. • Ready Utilities: Electricity, county water, and borehole water are already connected. • Secure & Clean Ownership: Comes with a single, clean freehold title deed. Whether you're looking to build, invest, or hold for future appreciation, this is a golden opportunity in one of Kikuyu’s most promising areas. Asking Price: Ksh 24,000,000 Call/WhatsApp: 0727 344 944 Viewing by appointment only. Serious buyers only. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117036688,2026-04-08 17:35:08 UTC
117039090,Vacant Land / Plot for Sale in Kerarapon,KSh 600 000 000,"Kerarapon Drive, Kerarapon, Nairobi","Kerarapon Drive, Kerarapon",12 acres,Vacant Land / Plot,18 March 2026,"A rare investment opportunity in the prestigious and tranquil Kerarapon area. These expansive 12 acres offer exceptional potential for gated community development, high-end homes, or land banking in one of Nairobi’s most sought-after green zones. Property Highlights: • 12 Acres of prime, red soil land – perfect for construction • Ready Title Deed – clean and available for immediate transfer • Tarmac access road – easy connectivity • Water & electricity on site • Only 5km from Karen Mall and Ngong Town Set in a peaceful, leafy environment with excellent infrastructure, this is the perfect location for upscale residential projects or long-term value appreciation. Contact Hervic Agencies Today Call/WhatsApp: 0727 344 944",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039090,2026-04-08 17:35:31 UTC
117039099,Vacant Land / Plot for Sale in Kerarapon,KSh 30 000 000,"Kerarapon Drive Karen, Kerarapon, Nairobi","Kerarapon Drive Karen, Kerarapon",0.5 acres,Vacant Land / Plot,18 March 2026,"Seize this exceptional opportunity to own land in the tranquil and prestigious Kerarapon area. This 1/2-acre plot offers ample space and excellent features, making it perfect for high-end residential development. Property Highlights: • 1/2 Acre of prime land • Fertile red soil – ideal for construction • Ready Title Deed – hassle-free ownership • Tarmac access road for easy commuting • Water & electricity already on site • Just 5km to both Karen Mall and Ngong Town Enjoy a peaceful, green setting in one of Nairobi's most desirable neighborhoods—ideal for your dream home or long-term investment. Contact Hervic Agencies Today Call/WhatsApp: 0727 344 944",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039099,2026-04-08 17:35:32 UTC
117039073,www.property24.co.ke,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039073,2026-04-08 17:35:48 UTC
117026834,Vacant Land / Plot for Sale in Runda,KSh 45 000 000,"Runda, Runda, Nairobi","Runda, Runda",0.5 acres,Vacant Land / Plot,14 March 2026,"A rare opportunity to own a prime ½-acre plot in the prestigious Runda neighborhood — one of Nairobi’s most exclusive and secure residential areas. This beautifully positioned plot features flat red soil, perfect for construction and landscaping, and sits within a serene, green, and well-developed community. With easy road access and proximity to top schools, embassies, shopping malls, and social amenities, this is the ideal site for a luxurious family home or high-end residential development. Property Highlights • Size: ½ acre (approx. 2,023 m²) • Flat red soil – ready for immediate development • Excellent road access and drainage infrastructure • Located in a rapidly developing area with strong growth potential • Close to major social, commercial, and diplomatic amenities • Secure, peaceful, and green neighborhood Asking Price: KSh 45,000,000 Contact: 0727 344 944 Book a viewing today and invest in one of Nairobi’s most sought-after addresses — where exclusivity meets opportunity. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117026834,2026-04-08 17:35:48 UTC
117100163,Vacant Land / Plot for Sale in Kyuna,KSh 110 000 000,"Nairobi, Kyuna",,0.75 acres,Vacant Land / Plot,08 April 2026,"An exceptional opportunity to acquire 0.75 acres of prime land in the highly sought-after Kyuna neighborhood, ideally located along Kyuna Crescent. The property boasts a flat and regular topography, making it perfectly suited for immediate development. The land enjoys the rare advantage of bordering the serene Kibagare River, offering a tranquil and scenic environment while still being within a secure and well-established residential area. The location provides excellent access to major roads, top schools, shopping centers, and social amenities. This parcel is ideal for the construction of a luxury private residence or high-end townhouses, making it attractive to both homeowners and developers. Key Features: • Size: 0.75 acres • Location: Kyuna Crescent, Kyuna • Flat topography – easy to build • Borders Kibagare River • Ideal for a private home or townhouse development • Located in an exclusive, secure, and quiet neighborhood Asking Price: Kshs 110 Million This is a rare opportunity to own premium land in one of Nairobi’s most prestigious residential areas. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kyuna-117100163,2026-04-08 17:35:58 UTC
117101996,Vacant Land / Plot for Sale in Syokimau,KSh 9 000 000,"Nairobi, Syokimau",,1 011.71 m²,Vacant Land / Plot,08 April 2026,"Syokimau Katani Road – Prime ¼ Acre Residential Plot for Sale at Kshs. 9 Million. Located within a serene and well-developed gated estate along Katani Road, Syokimau, this prime ¼ acre residential plot offers the perfect opportunity to build your dream home or develop for investment. Property Highlights:- • Ideal for immediate settlement • Only 200 metres from the tarmac road • Approximately 2 km from Mombasa Road • Ready and clean title deed • Reliable water and electricity connections available. • Easily accessible via the Expressway, with quick connectivity to CBD and Westlands. • Close proximity to Jomo Kenyatta International Airport. Whether you’re looking for a quiet and secure place to live or a strategic investment location, this property offers the best of both worlds — convenience, accessibility, and value. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-syokimau-117101996,2026-04-08 17:36:01 UTC
117039014,Vacant Land / Plot for Sale in Kerarapon,KSh 15 000 000,"Kerarapon Karen, Kerarapon, Nairobi","Kerarapon Karen, Kerarapon",0.25 acres,Vacant Land / Plot,18 March 2026,"This prime 1/4-acre plot is now available for sale in the sought-after Kararapon area at 15 million. Perfect for residential development or investment, this property offers easy access and great potential for future growth in one of the most desirable neighborhoods. Key Features: • 1/4-acre parcel of land, ideal for residential or commercial development • Located in the fast-growing Kararapon area with excellent infrastructure • Close to schools, shopping centers, and major transport routes • Secure, serene neighborhood with great potential for appreciation • Easily accessible with well-maintained roads • Ready for immediate development Don’t miss out on this fantastic opportunity to own a piece of prime land in Kararapon. Contact us today for more information or to schedule a viewing. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039014,2026-04-08 17:36:03 UTC
117092186,Vacant Land / Plot for Sale in Karen,KSh 240 000 000,"Karen Karen, Karen, Nairobi","Karen Karen, Karen",,Vacant Land / Plot,04 April 2026,"Two acres land, five bedrooms house located in Karen Asking Price-Ksh 240m Call/Whatsapp +254722799259 +254731219322",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117092186,2026-04-08 17:36:16 UTC
117050466,Vacant Land / Plot for Sale in Karen,KSh 55 000 000,"Karen Nairobi, Karen, Nairobi","Karen Nairobi, Karen",0.5 acres,Vacant Land / Plot,20 March 2026,"Property for Sale: Free Hold Land with ready Title Deed ... ½ Acre... Red soil...in a gated community... Asking KSH 55M Slightly negotiable... Mwitu Estate, Karen",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117050466,2026-04-08 17:36:18 UTC
117100145,Vacant Land / Plot for Sale in Lower Kabete,KSh 500 000 000,"Nairobi, Lower Kabete",,5 acres,Vacant Land / Plot,08 April 2026,"Land for Sale – 5 Acres in Lower Kabete Asking Price: Kshs 500 Million (Negotiable) An exceptional 5-acre parcel of land strategically located in Lower Kabete, right next to the Iranian Embassy. Key Features: • Size: 5 acres of prime freehold land. • Excellent location adjoining the Iranian Embassy. • Red soil and gently sloping terrain are ideal for construction. • Serene and secure neighborhood with a mix of luxury homes and diplomatic residences",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-117100145,2026-04-08 17:36:22 UTC
117038467,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117038467,2026-04-08 17:36:33 UTC
117026870,Vacant Land / Plot for Sale in Ruai,KSh 13 000 000,"Ruai Nairobi, Ruai, Nairobi","Ruai Nairobi, Ruai",0.25 acres,Vacant Land / Plot,14 March 2026,"Located in the rapidly developing area of Ruai, this ¼-acre plot presents a fantastic opportunity for both residential and commercial development. The plot is situated in a well-established neighborhood, offering easy access to key amenities and main roads. Key Features: • ¼-Acre Plot in a Prime Location • Suitable for Residential or Commercial Development • Ready and Clean Title Deed • Accessible via Well-Maintained Roads • Proximity to Schools, Shopping Centers, and Public Transport • Water and Electricity Available Asking Price: KSh 13,000,000 With its strategic location and ready title deed, this plot is perfect for anyone looking to invest in the thriving Ruai area. Don’t miss out on this great opportunity! Contact us today for more information and to arrange a viewing!",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruai-117026870,2026-04-08 17:36:46 UTC
117103041,Vacant Land / Plot for Sale in Riverside,KSh 850 000 000,"Nairobi, Riverside",,2.3 acres,Vacant Land / Plot,08 April 2026,"Prime 2.6 Acres for Sale – Riverside / Westlands Strategic. High-Value. Development-Ready. An exceptional opportunity to acquire 2.6 acres of prime land in one of Nairobi’s most sought-after commercial and residential zones. Ideally positioned along the link road behind Prime Bank and directly opposite Consolata School, this property is perfectly suited for large-scale development. Property Highlights Size: 2.6 acres Approved for high-rise development (35+ floors) Ideal for office complex, hotel development, or luxury residential apartments Flat, well-positioned parcel with excellent accessibility Location Advantages Prime Riverside / Westlands address Easy access to the Nairobi Expressway Approximately 4 minutes to Westlands CBD Approximately 13 minutes to Nairobi CBD High visibility and strong surrounding infrastructure Investment Appeal Located in a high-demand, high-growth corridor Suitable for mixed-use or large-scale commercial development Strong potential for high returns A rare opportunity for developers seeking scale, location, and long-term value. Contact For inquiries or site visits: Call/WhatsApp: 0768 654 702 / 0715 726 238 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-riverside-117103041,2026-04-08 17:36:57 UTC
